date,transaction_id,description,category,type,amount,balance
28/8/2024,TX00289,Daily Sales Deposit,Sales Revenue,Credit,$701.00,"$172,574.00"
29/8/2024,TX00290,Daily Sales Deposit,Sales Revenue,Credit,$538.00,"$173,112.00"
30/8/2024,TX00291,Daily Sales Deposit,Sales Revenue,Credit,$672.00,"$173,784.00"
30/8/2024,TX00292,Coffee Supplier Payment,COGS,Debit,$319.00,"$173,465.00"
31/8/2024,TX00293,Daily Sales Deposit,Sales Revenue,Credit,$647.00,"$174,112.00"
31/8/2024,TX00294,Bakery Payment,COGS,Debit,$416.00,"$173,696.00"
1/9/2024,TX00295,Daily Sales Deposit,Sales Revenue,Credit,"$1,122.00","$174,818.00"
2/9/2024,TX00296,Daily Sales Deposit,Sales Revenue,Credit,"$1,160.00","$175,978.00"
3/9/2024,TX00297,Daily Sales Deposit,Sales Revenue,Credit,$890.00,"$176,868.00"
4/9/2024,TX00298,Daily Sales Deposit,Sales Revenue,Credit,"$1,108.00","$177,976.00"
5/9/2024,TX00299,Daily Sales Deposit,Sales Revenue,Credit,"$1,121.00","$179,097.00"
6/9/2024,TX00300,Daily Sales Deposit,Sales Revenue,Credit,$757.00,"$179,854.00"
6/9/2024,TX00301,Maintenance Payment,Operating Expense,Debit,$259.00,"$179,595.00"
7/9/2024,TX00302,Daily Sales Deposit,Sales Revenue,Credit,"$1,016.00","$180,611.00"
8/9/2024,TX00303,Daily Sales Deposit,Sales Revenue,Credit,$779.00,"$181,390.00"
9/9/2024,TX00304,Daily Sales Deposit,Sales Revenue,Credit,$902.00,"$182,292.00"
10/9/2024,TX00305,Daily Sales Deposit,Sales Revenue,Credit,$863.00,"$183,155.00"
11/9/2024,TX00306,Daily Sales Deposit,Sales Revenue,Credit,$719.00,"$183,874.00"
11/9/2024,TX00307,Bakery Payment,COGS,Debit,$146.00,"$183,728.00"
12/9/2024,TX00308,Daily Sales Deposit,Sales Revenue,Credit,"$1,004.00","$184,732.00"
13/9/2024,TX00309,Daily Sales Deposit,Sales Revenue,Credit,"$1,114.00","$185,846.00"
14/9/2024,TX00310,Daily Sales Deposit,Sales Revenue,Credit,$753.00,"$186,599.00"
15/9/2024,TX00311,Daily Sales Deposit,Sales Revenue,Credit,$843.00,"$187,442.00"
16/9/2024,TX00312,Daily Sales Deposit,Sales Revenue,Credit,"$1,158.00","$188,600.00"
17/9/2024,TX00313,Daily Sales Deposit,Sales Revenue,Credit,$923.00,"$189,523.00"
17/9/2024,TX00314,Rent Payment,Operating Expense,Debit,$457.00,"$189,066.00"
18/9/2024,TX00315,Daily Sales Deposit,Sales Revenue,Credit,"$1,107.00","$190,173.00"
19/9/2024,TX00316,Daily Sales Deposit,Sales Revenue,Credit,$707.00,"$190,880.00"
19/9/2024,TX00317,Coffee Supplier Payment,COGS,Debit,$263.00,"$190,617.00"
20/9/2024,TX00318,Daily Sales Deposit,Sales Revenue,Credit,$835.00,"$191,452.00"
21/9/2024,TX00319,Daily Sales Deposit,Sales Revenue,Credit,$877.00,"$192,329.00"
22/9/2024,TX00320,Daily Sales Deposit,Sales Revenue,Credit,"$1,056.00","$193,385.00"
23/9/2024,TX00321,Daily Sales Deposit,Sales Revenue,Credit,$891.00,"$194,276.00"
24/9/2024,TX00322,Daily Sales Deposit,Sales Revenue,Credit,"$1,146.00","$195,422.00"
25/9/2024,TX00323,Daily Sales Deposit,Sales Revenue,Credit,"$1,116.00","$196,538.00"
26/9/2024,TX00324,Daily Sales Deposit,Sales Revenue,Credit,"$1,160.00","$197,698.00"
27/9/2024,TX00325,Daily Sales Deposit,Sales Revenue,Credit,"$1,112.00","$198,810.00"
27/9/2024,TX00326,Maintenance Payment,Operating Expense,Debit,$134.00,"$198,676.00"
28/9/2024,TX00327,Daily Sales Deposit,Sales Revenue,Credit,"$1,089.00","$199,765.00"
29/9/2024,TX00328,Daily Sales Deposit,Sales Revenue,Credit,$955.00,"$200,720.00"
30/9/2024,TX00329,Daily Sales Deposit,Sales Revenue,Credit,"$1,108.00","$201,828.00"
1/10/2024,TX00330,Daily Sales Deposit,Sales Revenue,Credit,"$1,011.00","$202,839.00"
2/10/2024,TX00331,Daily Sales Deposit,Sales Revenue,Credit,$950.00,"$203,789.00"
2/10/2024,TX00332,Bakery Payment,COGS,Debit,$218.00,"$203,571.00"
3/10/2024,TX00333,Daily Sales Deposit,Sales Revenue,Credit,"$1,073.00","$204,644.00"
4/10/2024,TX00334,Daily Sales Deposit,Sales Revenue,Credit,$923.00,"$205,567.00"
5/10/2024,TX00335,Daily Sales Deposit,Sales Revenue,Credit,$966.00,"$206,533.00"
6/10/2024,TX00336,Daily Sales Deposit,Sales Revenue,Credit,$762.00,"$207,295.00"
7/10/2024,TX00337,Daily Sales Deposit,Sales Revenue,Credit,"$1,014.00","$208,309.00"
8/10/2024,TX00338,Daily Sales Deposit,Sales Revenue,Credit,"$1,160.00","$209,469.00"
8/10/2024,TX00339,Utility Bill Payment,Operating Expense,Debit,$204.00,"$209,265.00"
9/10/2024,TX00340,Daily Sales Deposit,Sales Revenue,Credit,"$1,084.00","$210,349.00"
9/10/2024,TX00341,Rent Payment,Operating Expense,Debit,$410.00,"$209,939.00"
10/10/2024,TX00342,Daily Sales Deposit,Sales Revenue,Credit,"$1,164.00","$211,103.00"
11/10/2024,TX00343,Daily Sales Deposit,Sales Revenue,Credit,$832.00,"$211,935.00"
12/10/2024,TX00344,Daily Sales Deposit,Sales Revenue,Credit,"$1,136.00","$213,071.00"
13/10/2024,TX00345,Daily Sales Deposit,Sales Revenue,Credit,$752.00,"$213,823.00"
14/10/2024,TX00346,Daily Sales Deposit,Sales Revenue,Credit,"$1,157.00","$214,980.00"
15/10/2024,TX00347,Daily Sales Deposit,Sales Revenue,Credit,$784.00,"$215,764.00"
16/10/2024,TX00348,Daily Sales Deposit,Sales Revenue,Credit,"$1,065.00","$216,829.00"
17/10/2024,TX00349,Daily Sales Deposit,Sales Revenue,Credit,$872.00,"$217,701.00"
18/10/2024,TX00350,Daily Sales Deposit,Sales Revenue,Credit,"$1,145.00","$218,846.00"
19/10/2024,TX00351,Daily Sales Deposit,Sales Revenue,Credit,"$1,187.00","$220,033.00"
20/10/2024,TX00352,Daily Sales Deposit,Sales Revenue,Credit,"$1,047.00","$221,080.00"
21/10/2024,TX00353,Daily Sales Deposit,Sales Revenue,Credit,$738.00,"$221,818.00"
22/10/2024,TX00354,Daily Sales Deposit,Sales Revenue,Credit,$861.00,"$222,679.00"
23/10/2024,TX00355,Daily Sales Deposit,Sales Revenue,Credit,$958.00,"$223,637.00"
24/10/2024,TX00356,Daily Sales Deposit,Sales Revenue,Credit,$967.00,"$224,604.00"
25/10/2024,TX00357,Daily Sales Deposit,Sales Revenue,Credit,$935.00,"$225,539.00"
26/10/2024,TX00358,Daily Sales Deposit,Sales Revenue,Credit,$921.00,"$226,460.00"
27/10/2024,TX00359,Daily Sales Deposit,Sales Revenue,Credit,"$1,100.00","$227,560.00"
27/10/2024,TX00360,Maintenance Payment,Operating Expense,Debit,$402.00,"$227,158.00"
28/10/2024,TX00361,Daily Sales Deposit,Sales Revenue,Credit,"$1,040.00","$228,198.00"
29/10/2024,TX00362,Daily Sales Deposit,Sales Revenue,Credit,$774.00,"$228,972.00"
30/10/2024,TX00363,Daily Sales Deposit,Sales Revenue,Credit,"$1,121.00","$230,093.00"
31/10/2024,TX00364,Daily Sales Deposit,Sales Revenue,Credit,$925.00,"$231,018.00"
1/11/2024,TX00365,Daily Sales Deposit,Sales Revenue,Credit,$797.00,"$231,815.00"
2/11/2024,TX00366,Daily Sales Deposit,Sales Revenue,Credit,"$1,034.00","$232,849.00"
3/11/2024,TX00367,Daily Sales Deposit,Sales Revenue,Credit,"$1,146.00","$233,995.00"
4/11/2024,TX00368,Daily Sales Deposit,Sales Revenue,Credit,$948.00,"$234,943.00"
5/11/2024,TX00369,Daily Sales Deposit,Sales Revenue,Credit,"$1,171.00","$236,114.00"
6/11/2024,TX00370,Daily Sales Deposit,Sales Revenue,Credit,$729.00,"$236,843.00"
7/11/2024,TX00371,Daily Sales Deposit,Sales Revenue,Credit,$750.00,"$237,593.00"
8/11/2024,TX00372,Daily Sales Deposit,Sales Revenue,Credit,$984.00,"$238,577.00"
8/11/2024,TX00373,Bakery Payment,COGS,Debit,$283.00,"$238,294.00"
9/11/2024,TX00374,Daily Sales Deposit,Sales Revenue,Credit,"$1,029.00","$239,323.00"
10/11/2024,TX00375,Daily Sales Deposit,Sales Revenue,Credit,"$1,039.00","$240,362.00"
11/11/2024,TX00376,Daily Sales Deposit,Sales Revenue,Credit,$733.00,"$241,095.00"
12/11/2024,TX00377,Daily Sales Deposit,Sales Revenue,Credit,"$1,149.00","$242,244.00"
13/11/2024,TX00378,Daily Sales Deposit,Sales Revenue,Credit,$934.00,"$243,178.00"
14/11/2024,TX00379,Daily Sales Deposit,Sales Revenue,Credit,"$1,158.00","$244,336.00"
14/11/2024,TX00380,Utility Bill Payment,Operating Expense,Debit,$348.00,"$243,988.00"
15/11/2024,TX00381,Daily Sales Deposit,Sales Revenue,Credit,"$1,073.00","$245,061.00"
16/11/2024,TX00382,Daily Sales Deposit,Sales Revenue,Credit,"$1,087.00","$246,148.00"
16/11/2024,TX00383,Bakery Payment,COGS,Debit,$283.00,"$245,865.00"
17/11/2024,TX00384,Daily Sales Deposit,Sales Revenue,Credit,$894.00,"$246,759.00"
18/11/2024,TX00385,Daily Sales Deposit,Sales Revenue,Credit,$854.00,"$247,613.00"
19/11/2024,TX00386,Daily Sales Deposit,Sales Revenue,Credit,"$1,133.00","$248,746.00"
20/11/2024,TX00387,Daily Sales Deposit,Sales Revenue,Credit,$750.00,"$249,496.00"
20/11/2024,TX00388,Coffee Supplier Payment,COGS,Debit,$104.00,"$249,392.00"
21/11/2024,TX00389,Daily Sales Deposit,Sales Revenue,Credit,$791.00,"$250,183.00"
22/11/2024,TX00390,Daily Sales Deposit,Sales Revenue,Credit,$721.00,"$250,904.00"
22/11/2024,TX00391,Maintenance Payment,Operating Expense,Debit,$100.00,"$250,804.00"
23/11/2024,TX00392,Daily Sales Deposit,Sales Revenue,Credit,$932.00,"$251,736.00"
24/11/2024,TX00393,Daily Sales Deposit,Sales Revenue,Credit,$745.00,"$252,481.00"
25/11/2024,TX00394,Daily Sales Deposit,Sales Revenue,Credit,$777.00,"$253,258.00"
26/11/2024,TX00395,Daily Sales Deposit,Sales Revenue,Credit,"$1,110.00","$254,368.00"
26/11/2024,TX00396,Bakery Payment,COGS,Debit,$348.00,"$254,020.00"
27/11/2024,TX00397,Daily Sales Deposit,Sales Revenue,Credit,$913.00,"$254,933.00"
27/11/2024,TX00398,Utility Bill Payment,Operating Expense,Debit,$449.00,"$254,484.00"
28/11/2024,TX00399,Daily Sales Deposit,Sales Revenue,Credit,"$1,018.00","$255,502.00"
29/11/2024,TX00400,Daily Sales Deposit,Sales Revenue,Credit,"$1,036.00","$256,538.00"
30/11/2024,TX00401,Daily Sales Deposit,Sales Revenue,Credit,$956.00,"$257,494.00"
30/11/2024,TX00402,Maintenance Payment,Operating Expense,Debit,$454.00,"$257,040.00"
1/12/2024,TX00403,Daily Sales Deposit,Sales Revenue,Credit,$879.00,"$257,919.00"
2/12/2024,TX00404,Daily Sales Deposit,Sales Revenue,Credit,$826.00,"$258,745.00"
3/12/2024,TX00405,Daily Sales Deposit,Sales Revenue,Credit,$713.00,"$259,458.00"
4/12/2024,TX00406,Daily Sales Deposit,Sales Revenue,Credit,"$1,170.00","$260,628.00"
5/12/2024,TX00407,Daily Sales Deposit,Sales Revenue,Credit,"$1,085.00","$261,713.00"
6/12/2024,TX00408,Daily Sales Deposit,Sales Revenue,Credit,$713.00,"$262,426.00"
6/12/2024,TX00409,Utility Bill Payment,Operating Expense,Debit,$470.00,"$261,956.00"
7/12/2024,TX00410,Daily Sales Deposit,Sales Revenue,Credit,$810.00,"$262,766.00"
8/12/2024,TX00411,Daily Sales Deposit,Sales Revenue,Credit,"$1,062.00","$263,828.00"
9/12/2024,TX00412,Daily Sales Deposit,Sales Revenue,Credit,"$1,192.00","$265,020.00"
10/12/2024,TX00413,Daily Sales Deposit,Sales Revenue,Credit,$993.00,"$266,013.00"
11/12/2024,TX00414,Daily Sales Deposit,Sales Revenue,Credit,$714.00,"$266,727.00"
11/12/2024,TX00415,Maintenance Payment,Operating Expense,Debit,$218.00,"$266,509.00"
12/12/2024,TX00416,Daily Sales Deposit,Sales Revenue,Credit,$727.00,"$267,236.00"
12/12/2024,TX00417,Coffee Supplier Payment,COGS,Debit,$372.00,"$266,864.00"
13/12/2024,TX00418,Daily Sales Deposit,Sales Revenue,Credit,$825.00,"$267,689.00"
13/12/2024,TX00419,Maintenance Payment,Operating Expense,Debit,$244.00,"$267,445.00"
14/12/2024,TX00420,Daily Sales Deposit,Sales Revenue,Credit,$911.00,"$268,356.00"
15/12/2024,TX00421,Daily Sales Deposit,Sales Revenue,Credit,"$1,093.00","$269,449.00"
16/12/2024,TX00422,Daily Sales Deposit,Sales Revenue,Credit,$808.00,"$270,257.00"
17/12/2024,TX00423,Daily Sales Deposit,Sales Revenue,Credit,$927.00,"$271,184.00"
18/12/2024,TX00424,Daily Sales Deposit,Sales Revenue,Credit,$733.00,"$271,917.00"
19/12/2024,TX00425,Daily Sales Deposit,Sales Revenue,Credit,"$1,123.00","$273,040.00"
20/12/2024,TX00426,Daily Sales Deposit,Sales Revenue,Credit,$782.00,"$273,822.00"
21/12/2024,TX00427,Daily Sales Deposit,Sales Revenue,Credit,$800.00,"$274,622.00"
22/12/2024,TX00428,Daily Sales Deposit,Sales Revenue,Credit,$981.00,"$275,603.00"
23/12/2024,TX00429,Daily Sales Deposit,Sales Revenue,Credit,"$1,142.00","$276,745.00"
24/12/2024,TX00430,Daily Sales Deposit,Sales Revenue,Credit,"$1,064.00","$277,809.00"
25/12/2024,TX00431,Daily Sales Deposit,Sales Revenue,Credit,"$1,076.00","$278,885.00"
26/12/2024,TX00432,Daily Sales Deposit,Sales Revenue,Credit,$849.00,"$279,734.00"
27/12/2024,TX00433,Daily Sales Deposit,Sales Revenue,Credit,$769.00,"$280,503.00"
28/12/2024,TX00434,Daily Sales Deposit,Sales Revenue,Credit,$703.00,"$281,206.00"
29/12/2024,TX00435,Daily Sales Deposit,Sales Revenue,Credit,"$1,145.00","$282,351.00"
30/12/2024,TX00436,Daily Sales Deposit,Sales Revenue,Credit,$794.00,"$283,145.00"
30/12/2024,TX00437,Utility Bill Payment,Operating Expense,Debit,$236.00,"$282,909.00"
31/12/2024,TX00438,Daily Sales Deposit,Sales Revenue,Credit,$942.00,"$283,851.00"
31/12/2024,TX00439,Rent Payment,Operating Expense,Debit,$328.00,"$283,523.00"
1/1/2025,TX00440,Daily Sales Deposit,Sales Revenue,Credit,"$1,107.00","$284,630.00"
1/1/2025,TX00441,Rent Payment,Operating Expense,Debit,$421.00,"$284,209.00"
2/1/2025,TX00442,Daily Sales Deposit,Sales Revenue,Credit,$919.00,"$285,128.00"
3/1/2025,TX00443,Daily Sales Deposit,Sales Revenue,Credit,"$1,034.00","$286,162.00"
4/1/2025,TX00444,Daily Sales Deposit,Sales Revenue,Credit,"$1,068.00","$287,230.00"
5/1/2025,TX00445,Daily Sales Deposit,Sales Revenue,Credit,"$1,185.00","$288,415.00"
6/1/2025,TX00446,Daily Sales Deposit,Sales Revenue,Credit,"$1,140.00","$289,555.00"
7/1/2025,TX00447,Daily Sales Deposit,Sales Revenue,Credit,$902.00,"$290,457.00"
8/1/2025,TX00448,Daily Sales Deposit,Sales Revenue,Credit,"$1,134.00","$291,591.00"
9/1/2025,TX00449,Daily Sales Deposit,Sales Revenue,Credit,$832.00,"$292,423.00"
9/1/2025,TX00450,Rent Payment,Operating Expense,Debit,$217.00,"$292,206.00"
10/1/2025,TX00451,Daily Sales Deposit,Sales Revenue,Credit,$974.00,"$293,180.00"
10/1/2025,TX00452,Bakery Payment,COGS,Debit,$119.00,"$293,061.00"
11/1/2025,TX00453,Daily Sales Deposit,Sales Revenue,Credit,$839.00,"$293,900.00"
11/1/2025,TX00454,Maintenance Payment,Operating Expense,Debit,$189.00,"$293,711.00"
12/1/2025,TX00455,Daily Sales Deposit,Sales Revenue,Credit,"$1,081.00","$294,792.00"
12/1/2025,TX00456,Maintenance Payment,Operating Expense,Debit,$455.00,"$294,337.00"
13/1/2025,TX00457,Daily Sales Deposit,Sales Revenue,Credit,"$1,190.00","$295,527.00"
14/1/2025,TX00458,Daily Sales Deposit,Sales Revenue,Credit,"$1,089.00","$296,616.00"
15/1/2025,TX00459,Daily Sales Deposit,Sales Revenue,Credit,$709.00,"$297,325.00"
16/1/2025,TX00460,Daily Sales Deposit,Sales Revenue,Credit,$837.00,"$298,162.00"
17/1/2025,TX00461,Daily Sales Deposit,Sales Revenue,Credit,$712.00,"$298,874.00"
18/1/2025,TX00462,Daily Sales Deposit,Sales Revenue,Credit,$783.00,"$299,657.00"
19/1/2025,TX00463,Daily Sales Deposit,Sales Revenue,Credit,$800.00,"$300,457.00"
19/1/2025,TX00464,Utility Bill Payment,Operating Expense,Debit,$364.00,"$300,093.00"
20/1/2025,TX00465,Daily Sales Deposit,Sales Revenue,Credit,"$1,098.00","$301,191.00"
21/1/2025,TX00466,Daily Sales Deposit,Sales Revenue,Credit,"$1,118.00","$302,309.00"
22/1/2025,TX00467,Daily Sales Deposit,Sales Revenue,Credit,"$1,004.00","$303,313.00"
23/1/2025,TX00468,Daily Sales Deposit,Sales Revenue,Credit,"$1,143.00","$304,456.00"
24/1/2025,TX00469,Daily Sales Deposit,Sales Revenue,Credit,"$1,033.00","$305,489.00"
25/1/2025,TX00470,Daily Sales Deposit,Sales Revenue,Credit,"$1,158.00","$306,647.00"
26/1/2025,TX00471,Daily Sales Deposit,Sales Revenue,Credit,$775.00,"$307,422.00"
27/1/2025,TX00472,Daily Sales Deposit,Sales Revenue,Credit,$700.00,"$308,122.00"
28/1/2025,TX00473,Daily Sales Deposit,Sales Revenue,Credit,"$1,105.00","$309,227.00"
28/1/2025,TX00474,Utility Bill Payment,Operating Expense,Debit,$448.00,"$308,779.00"
29/1/2025,TX00475,Daily Sales Deposit,Sales Revenue,Credit,"$1,060.00","$309,839.00"
30/1/2025,TX00476,Daily Sales Deposit,Sales Revenue,Credit,"$1,015.00","$310,854.00"
30/1/2025,TX00477,Maintenance Payment,Operating Expense,Debit,$312.00,"$310,542.00"
31/1/2025,TX00478,Daily Sales Deposit,Sales Revenue,Credit,$704.00,"$311,246.00"
1/2/2025,TX00479,Daily Sales Deposit,Sales Revenue,Credit,$777.00,"$312,023.00"
2/2/2025,TX00480,Daily Sales Deposit,Sales Revenue,Credit,$831.00,"$312,854.00"
3/2/2025,TX00481,Daily Sales Deposit,Sales Revenue,Credit,$741.00,"$313,595.00"
4/2/2025,TX00482,Daily Sales Deposit,Sales Revenue,Credit,$995.00,"$314,590.00"
5/2/2025,TX00483,Daily Sales Deposit,Sales Revenue,Credit,$803.00,"$315,393.00"
6/2/2025,TX00484,Daily Sales Deposit,Sales Revenue,Credit,$878.00,"$316,271.00"
7/2/2025,TX00485,Daily Sales Deposit,Sales Revenue,Credit,"$1,052.00","$317,323.00"
8/2/2025,TX00486,Daily Sales Deposit,Sales Revenue,Credit,$842.00,"$318,165.00"
9/2/2025,TX00487,Daily Sales Deposit,Sales Revenue,Credit,$844.00,"$319,009.00"
10/2/2025,TX00488,Daily Sales Deposit,Sales Revenue,Credit,"$1,149.00","$320,158.00"
11/2/2025,TX00489,Daily Sales Deposit,Sales Revenue,Credit,$803.00,"$320,961.00"
12/2/2025,TX00490,Daily Sales Deposit,Sales Revenue,Credit,$738.00,"$321,699.00"
12/2/2025,TX00491,Utility Bill Payment,Operating Expense,Debit,$233.00,"$321,466.00"
13/2/2025,TX00492,Daily Sales Deposit,Sales Revenue,Credit,"$1,090.00","$322,556.00"
14/2/2025,TX00493,Daily Sales Deposit,Sales Revenue,Credit,$741.00,"$323,297.00"
14/2/2025,TX00494,Maintenance Payment,Operating Expense,Debit,$114.00,"$323,183.00"
15/2/2025,TX00495,Daily Sales Deposit,Sales Revenue,Credit,$988.00,"$324,171.00"
16/2/2025,TX00496,Daily Sales Deposit,Sales Revenue,Credit,$930.00,"$325,101.00"
17/2/2025,TX00497,Daily Sales Deposit,Sales Revenue,Credit,$856.00,"$325,957.00"
17/2/2025,TX00498,Maintenance Payment,Operating Expense,Debit,$196.00,"$325,761.00"
18/2/2025,TX00499,Daily Sales Deposit,Sales Revenue,Credit,"$1,184.00","$326,945.00"
19/2/2025,TX00500,Daily Sales Deposit,Sales Revenue,Credit,$988.00,"$327,933.00"
19/2/2025,TX00501,Coffee Supplier Payment,COGS,Debit,$185.00,"$327,748.00"
20/2/2025,TX00502,Daily Sales Deposit,Sales Revenue,Credit,$709.00,"$328,457.00"
21/2/2025,TX00503,Daily Sales Deposit,Sales Revenue,Credit,"$1,029.00","$329,486.00"
22/2/2025,TX00504,Daily Sales Deposit,Sales Revenue,Credit,$993.00,"$330,479.00"
23/2/2025,TX00505,Daily Sales Deposit,Sales Revenue,Credit,"$1,002.00","$331,481.00"
24/2/2025,TX00506,Daily Sales Deposit,Sales Revenue,Credit,$915.00,"$332,396.00"
25/2/2025,TX00507,Daily Sales Deposit,Sales Revenue,Credit,$714.00,"$333,110.00"
26/2/2025,TX00508,Daily Sales Deposit,Sales Revenue,Credit,$960.00,"$334,070.00"
27/2/2025,TX00509,Daily Sales Deposit,Sales Revenue,Credit,"$1,023.00","$335,093.00"
28/2/2025,TX00510,Daily Sales Deposit,Sales Revenue,Credit,$829.00,"$335,922.00"
28/2/2025,TX00511,Utility Bill Payment,Operating Expense,Debit,$214.00,"$335,708.00"
1/3/2025,TX00512,Daily Sales Deposit,Sales Revenue,Credit,$691.00,"$336,399.00"
2/3/2025,TX00513,Daily Sales Deposit,Sales Revenue,Credit,$682.00,"$337,081.00"
3/3/2025,TX00514,Daily Sales Deposit,Sales Revenue,Credit,$410.00,"$337,491.00"
4/3/2025,TX00515,Daily Sales Deposit,Sales Revenue,Credit,$759.00,"$338,250.00"
5/3/2025,TX00516,Daily Sales Deposit,Sales Revenue,Credit,$599.00,"$338,849.00"
6/3/2025,TX00517,Daily Sales Deposit,Sales Revenue,Credit,$745.00,"$339,594.00"
7/3/2025,TX00518,Daily Sales Deposit,Sales Revenue,Credit,$795.00,"$340,389.00"
8/3/2025,TX00519,Daily Sales Deposit,Sales Revenue,Credit,$503.00,"$340,892.00"
9/3/2025,TX00520,Daily Sales Deposit,Sales Revenue,Credit,$510.00,"$341,402.00"
10/3/2025,TX00521,Daily Sales Deposit,Sales Revenue,Credit,$570.00,"$341,972.00"
11/3/2025,TX00522,Daily Sales Deposit,Sales Revenue,Credit,$755.00,"$342,727.00"
12/3/2025,TX00523,Daily Sales Deposit,Sales Revenue,Credit,$532.00,"$343,259.00"
13/3/2025,TX00524,Daily Sales Deposit,Sales Revenue,Credit,$727.00,"$343,986.00"
14/3/2025,TX00525,Daily Sales Deposit,Sales Revenue,Credit,$491.00,"$344,477.00"
15/3/2025,TX00526,Daily Sales Deposit,Sales Revenue,Credit,$792.00,"$345,269.00"
16/3/2025,TX00527,Daily Sales Deposit,Sales Revenue,Credit,$428.00,"$345,697.00"
16/3/2025,TX00528,Utility Bill Payment,Operating Expense,Debit,$396.00,"$345,301.00"
17/3/2025,TX00529,Daily Sales Deposit,Sales Revenue,Credit,$656.00,"$345,957.00"
17/3/2025,TX00530,Rent Payment,Operating Expense,Debit,$445.00,"$345,512.00"
18/3/2025,TX00531,Daily Sales Deposit,Sales Revenue,Credit,$581.00,"$346,093.00"
19/3/2025,TX00532,Daily Sales Deposit,Sales Revenue,Credit,$400.00,"$346,493.00"
20/3/2025,TX00533,Daily Sales Deposit,Sales Revenue,Credit,$454.00,"$346,947.00"
21/3/2025,TX00534,Daily Sales Deposit,Sales Revenue,Credit,$798.00,"$347,745.00"
22/3/2025,TX00535,Daily Sales Deposit,Sales Revenue,Credit,$708.00,"$348,453.00"
23/3/2025,TX00536,Daily Sales Deposit,Sales Revenue,Credit,$712.00,"$349,165.00"
23/3/2025,TX00537,Rent Payment,Operating Expense,Debit,$390.00,"$348,775.00"
24/3/2025,TX00538,Daily Sales Deposit,Sales Revenue,Credit,$424.00,"$349,199.00"
25/3/2025,TX00539,Daily Sales Deposit,Sales Revenue,Credit,$693.00,"$349,892.00"
26/3/2025,TX00540,Daily Sales Deposit,Sales Revenue,Credit,$609.00,"$350,501.00"
27/3/2025,TX00541,Daily Sales Deposit,Sales Revenue,Credit,$746.00,"$351,247.00"
28/3/2025,TX00542,Daily Sales Deposit,Sales Revenue,Credit,$763.00,"$352,010.00"
29/3/2025,TX00543,Daily Sales Deposit,Sales Revenue,Credit,$581.00,"$352,591.00"
29/3/2025,TX00544,Maintenance Payment,Operating Expense,Debit,$279.00,"$352,312.00"
30/3/2025,TX00545,Daily Sales Deposit,Sales Revenue,Credit,$743.00,"$353,055.00"
31/3/2025,TX00546,Daily Sales Deposit,Sales Revenue,Credit,$684.00,"$353,739.00"
1/4/2025,TX00547,Daily Sales Deposit,Sales Revenue,Credit,$549.00,"$354,288.00"
2/4/2025,TX00548,Daily Sales Deposit,Sales Revenue,Credit,$769.00,"$355,057.00"
3/4/2025,TX00549,Daily Sales Deposit,Sales Revenue,Credit,$736.00,"$355,793.00"
4/4/2025,TX00550,Daily Sales Deposit,Sales Revenue,Credit,$576.00,"$356,369.00"
5/4/2025,TX00551,Daily Sales Deposit,Sales Revenue,Credit,$741.00,"$357,110.00"
5/4/2025,TX00552,Bakery Payment,COGS,Debit,$288.00,"$356,822.00"
6/4/2025,TX00553,Daily Sales Deposit,Sales Revenue,Credit,$726.00,"$357,548.00"
7/4/2025,TX00554,Daily Sales Deposit,Sales Revenue,Credit,$540.00,"$358,088.00"
8/4/2025,TX00555,Daily Sales Deposit,Sales Revenue,Credit,$778.00,"$358,866.00"
9/4/2025,TX00556,Daily Sales Deposit,Sales Revenue,Credit,$717.00,"$359,583.00"
10/4/2025,TX00557,Daily Sales Deposit,Sales Revenue,Credit,$684.00,"$360,267.00"
11/4/2025,TX00558,Daily Sales Deposit,Sales Revenue,Credit,$685.00,"$360,952.00"
12/4/2025,TX00559,Daily Sales Deposit,Sales Revenue,Credit,$418.00,"$361,370.00"
12/4/2025,TX00560,Utility Bill Payment,Operating Expense,Debit,$177.00,"$361,193.00"
13/4/2025,TX00561,Daily Sales Deposit,Sales Revenue,Credit,$574.00,"$361,767.00"
14/4/2025,TX00562,Daily Sales Deposit,Sales Revenue,Credit,$512.00,"$362,279.00"
15/4/2025,TX00563,Daily Sales Deposit,Sales Revenue,Credit,$565.00,"$362,844.00"
16/4/2025,TX00564,Daily Sales Deposit,Sales Revenue,Credit,$531.00,"$363,375.00"
16/4/2025,TX00565,Utility Bill Payment,Operating Expense,Debit,$154.00,"$363,221.00"
17/4/2025,TX00566,Daily Sales Deposit,Sales Revenue,Credit,$687.00,"$363,908.00"
18/4/2025,TX00567,Daily Sales Deposit,Sales Revenue,Credit,$765.00,"$364,673.00"
19/4/2025,TX00568,Daily Sales Deposit,Sales Revenue,Credit,$486.00,"$365,159.00"
20/4/2025,TX00569,Daily Sales Deposit,Sales Revenue,Credit,$687.00,"$365,846.00"
21/4/2025,TX00570,Daily Sales Deposit,Sales Revenue,Credit,$748.00,"$366,594.00"
22/4/2025,TX00571,Daily Sales Deposit,Sales Revenue,Credit,$712.00,"$367,306.00"
23/4/2025,TX00572,Daily Sales Deposit,Sales Revenue,Credit,$654.00,"$367,960.00"
23/4/2025,TX00573,Bakery Payment,COGS,Debit,$153.00,"$367,807.00"
